:START_ID(Authors),:END_ID(Pubs),:TYPE
9787,5272,Autoria
9788,5272,Autoria
9789,5272,Autoria
9790,5272,Autoria
9791,5273,Autoria
9792,5273,Autoria
9793,5274,Autoria
9794,5274,Autoria
9795,5274,Autoria
9796,5274,Autoria
9797,5275,Autoria
9798,5275,Autoria
9799,5275,Autoria
9800,5276,Autoria
9801,5276,Autoria
9802,5276,Autoria
5631,5276,Autoria
9803,5277,Autoria
9804,5278,Autoria
9805,5278,Autoria
9806,5279,Autoria
9807,5279,Autoria
9808,5280,Autoria
9809,5280,Autoria
9810,5281,Autoria
9811,5281,Autoria
9812,5281,Autoria
9813,5282,Autoria
9752,5283,Autoria
9679,5283,Autoria
9814,5283,Autoria
9680,5283,Autoria
9815,5284,Autoria
9816,5284,Autoria
9817,5284,Autoria
9818,5285,Autoria
9819,5285,Autoria
9820,5285,Autoria
9821,5286,Autoria
9822,5286,Autoria
9823,5286,Autoria
9824,5287,Autoria
9825,5287,Autoria
9826,5287,Autoria
9827,5287,Autoria
9828,5288,Autoria
9829,5288,Autoria
9830,5288,Autoria
9831,5289,Autoria
9832,5289,Autoria
9833,5289,Autoria
5662,5290,Autoria
9834,5290,Autoria
9835,5291,Autoria
5121,5291,Autoria
9836,5292,Autoria
9837,5292,Autoria
9838,5292,Autoria
9839,5292,Autoria
9840,5293,Autoria
9841,5293,Autoria
9842,5294,Autoria
5632,5295,Autoria
6470,5295,Autoria
9843,5296,Autoria
9844,5297,Autoria
9845,5297,Autoria
9846,5297,Autoria
9847,5298,Autoria
9848,5298,Autoria
9849,5298,Autoria
9850,5299,Autoria
9851,5299,Autoria
9852,5299,Autoria
9853,5299,Autoria
9854,5299,Autoria
9855,5299,Autoria
9856,5300,Autoria
9857,5300,Autoria
9858,5301,Autoria
9859,5301,Autoria
9860,5301,Autoria
9861,5301,Autoria
9862,5301,Autoria
9863,5302,Autoria
9864,5302,Autoria
9865,5303,Autoria
9866,5303,Autoria
9867,5303,Autoria
9868,5304,Autoria
9635,5304,Autoria
9869,5304,Autoria
9870,5305,Autoria
9871,5305,Autoria
9872,5305,Autoria
9873,5305,Autoria
9874,5306,Autoria
9875,5306,Autoria
9876,5306,Autoria
9877,5306,Autoria
9878,5307,Autoria
9879,5307,Autoria
9880,5307,Autoria
6401,5308,Autoria
6258,5308,Autoria
9881,5309,Autoria
9882,5309,Autoria
6074,5309,Autoria
461,5310,Autoria
9883,5310,Autoria
9884,5310,Autoria
9885,5311,Autoria
9886,5311,Autoria
9887,5311,Autoria
9888,5312,Autoria
9889,5312,Autoria
9890,5313,Autoria
9891,5313,Autoria
8643,5314,Autoria
2007,5314,Autoria
9892,5314,Autoria
9893,5314,Autoria
9894,5314,Autoria
9895,5315,Autoria
9896,5315,Autoria
9897,5316,Autoria
433,5316,Autoria
9898,5317,Autoria
9899,5317,Autoria
9900,5317,Autoria
9901,5317,Autoria
9902,5318,Autoria
9903,5318,Autoria
9904,5318,Autoria
9905,5319,Autoria
9906,5319,Autoria
9907,5319,Autoria
5739,5320,Autoria
9908,5321,Autoria
9909,5321,Autoria
6061,5321,Autoria
9910,5321,Autoria
9911,5322,Autoria
9912,5323,Autoria
9913,5323,Autoria
9914,5323,Autoria
9915,5324,Autoria
9916,5324,Autoria
9917,5324,Autoria
5512,5325,Autoria
9918,5325,Autoria
9919,5325,Autoria
9920,5326,Autoria
9921,5326,Autoria
9922,5327,Autoria
9923,5327,Autoria
9924,5328,Autoria
8822,5328,Autoria
9925,5329,Autoria
9926,5330,Autoria
9927,5331,Autoria
9928,5331,Autoria
9929,5331,Autoria
9930,5331,Autoria
9931,5331,Autoria
9932,5331,Autoria
9933,5331,Autoria
9934,5331,Autoria
9935,5331,Autoria
9936,5331,Autoria
9937,5332,Autoria
9938,5333,Autoria
9939,5333,Autoria
9940,5333,Autoria
9941,5334,Autoria
9942,5335,Autoria
8297,5335,Autoria
9943,5335,Autoria
9944,5336,Autoria
9945,5336,Autoria
9946,5337,Autoria
9947,5337,Autoria
9948,5338,Autoria
9949,5338,Autoria
9950,5339,Autoria
9951,5339,Autoria
9952,5340,Autoria
4167,5340,Autoria
9953,5341,Autoria
9954,5341,Autoria
6470,5342,Autoria
9955,5342,Autoria
9956,5342,Autoria
9957,5343,Autoria
9958,5343,Autoria
9959,5343,Autoria
9960,5344,Autoria
9961,5344,Autoria
9962,5344,Autoria
6353,5345,Autoria
9963,5345,Autoria
9964,5346,Autoria
9965,5347,Autoria
9966,5347,Autoria
9967,5348,Autoria
9968,5348,Autoria
748,5349,Autoria
747,5349,Autoria
9969,5350,Autoria
9970,5350,Autoria
9971,5350,Autoria
9972,5350,Autoria
9973,5350,Autoria
9974,5350,Autoria
9975,5351,Autoria
9976,5352,Autoria
9977,5352,Autoria
9978,5352,Autoria
9979,5353,Autoria
4040,5353,Autoria
7692,5354,Autoria
9980,5355,Autoria
9981,5355,Autoria
9982,5356,Autoria
9983,5356,Autoria
9984,5356,Autoria
9985,5357,Autoria
9986,5357,Autoria
9987,5357,Autoria
9988,5357,Autoria
9989,5357,Autoria
9990,5358,Autoria
9991,5358,Autoria
9992,5358,Autoria
9993,5359,Autoria
9994,5359,Autoria
9995,5360,Autoria
9996,5360,Autoria
8397,5361,Autoria
9997,5361,Autoria
5723,5361,Autoria
9943,5361,Autoria
9998,5362,Autoria
9999,5363,Autoria
10000,5363,Autoria
5120,5363,Autoria
5121,5363,Autoria
10001,5364,Autoria
10002,5364,Autoria
10003,5364,Autoria
10004,5365,Autoria
10005,5365,Autoria
6170,5365,Autoria
10006,5365,Autoria
10007,5366,Autoria
10008,5366,Autoria
10009,5367,Autoria
10010,5367,Autoria
10011,5367,Autoria
10012,5368,Autoria
10013,5368,Autoria
10014,5368,Autoria
10015,5369,Autoria
10016,5369,Autoria
10017,5369,Autoria
10018,5370,Autoria
10019,5371,Autoria
10020,5371,Autoria
10021,5371,Autoria
10022,5372,Autoria
10023,5372,Autoria
10024,5373,Autoria
10025,5374,Autoria
10026,5374,Autoria
10027,5374,Autoria
10028,5375,Autoria
10029,5375,Autoria
8152,5375,Autoria
10030,5376,Autoria
9707,5376,Autoria
10031,5377,Autoria
10032,5377,Autoria
10033,5377,Autoria
10034,5378,Autoria
10035,5378,Autoria
10036,5379,Autoria
10037,5379,Autoria
5375,5380,Autoria
446,5381,Autoria
10038,5381,Autoria
9777,5382,Autoria
9775,5382,Autoria
10039,5382,Autoria
10040,5382,Autoria
9778,5382,Autoria
10041,5382,Autoria
10042,5383,Autoria
10043,5383,Autoria
10044,5383,Autoria
10045,5384,Autoria
10046,5384,Autoria
10047,5385,Autoria
4883,5385,Autoria
10048,5386,Autoria
10049,5387,Autoria
10050,5387,Autoria
664,5387,Autoria
10051,5388,Autoria
10052,5388,Autoria
10053,5388,Autoria
10054,5388,Autoria
10055,5388,Autoria
10056,5388,Autoria
10057,5388,Autoria
10058,5388,Autoria
10059,5389,Autoria
10060,5390,Autoria
5964,5390,Autoria
10061,5391,Autoria
10062,5391,Autoria
10063,5391,Autoria
10064,5391,Autoria
10065,5392,Autoria
10066,5392,Autoria
10067,5392,Autoria
10068,5392,Autoria
10069,5392,Autoria
10070,5392,Autoria
10071,5392,Autoria
10072,5392,Autoria
2431,5392,Autoria
10073,5393,Autoria
10074,5393,Autoria
10075,5393,Autoria
10076,5394,Autoria
10077,5394,Autoria
10078,5394,Autoria
10079,5394,Autoria
10080,5395,Autoria
6032,5395,Autoria
10081,5396,Autoria
10082,5396,Autoria
10083,5397,Autoria
10084,5397,Autoria
10085,5397,Autoria
10086,5397,Autoria
10087,5397,Autoria
10088,5397,Autoria
10089,5398,Autoria
6353,5398,Autoria
10090,5399,Autoria
10091,5400,Autoria
10092,5400,Autoria
10093,5400,Autoria
10094,5401,Autoria
10095,5401,Autoria
10096,5401,Autoria
6470,5402,Autoria
5632,5402,Autoria
9955,5402,Autoria
10097,5403,Autoria
10098,5403,Autoria
10099,5403,Autoria
10100,5403,Autoria
10101,5403,Autoria
10102,5403,Autoria
10103,5404,Autoria
10104,5405,Autoria
10105,5406,Autoria
10106,5406,Autoria
10107,5406,Autoria
10108,5406,Autoria
461,5407,Autoria
10109,5407,Autoria
10110,5408,Autoria
10111,5408,Autoria
10112,5408,Autoria
10113,5409,Autoria
10114,5409,Autoria
10115,5410,Autoria
10116,5410,Autoria
9128,5410,Autoria
10117,5411,Autoria
10118,5411,Autoria
10119,5411,Autoria
10120,5411,Autoria
6064,5412,Autoria
10121,5413,Autoria
5784,5414,Autoria
5506,5414,Autoria
10122,5415,Autoria
10123,5415,Autoria
10124,5415,Autoria
10125,5416,Autoria
10126,5416,Autoria
10127,5416,Autoria
10128,5416,Autoria
10129,5417,Autoria
10130,5418,Autoria
6808,5418,Autoria
10131,5419,Autoria
10132,5419,Autoria
9661,5419,Autoria
10133,5420,Autoria
10134,5420,Autoria
10135,5421,Autoria
10136,5421,Autoria
10137,5421,Autoria
10138,5421,Autoria
10139,5421,Autoria
9945,5422,Autoria
10140,5422,Autoria
10141,5423,Autoria
10142,5423,Autoria
10143,5423,Autoria
10144,5423,Autoria
10145,5423,Autoria
10146,5424,Autoria
10147,5425,Autoria
10148,5425,Autoria
10149,5425,Autoria
10150,5426,Autoria
1069,5426,Autoria
10151,5427,Autoria
9814,5427,Autoria
10152,5427,Autoria
6064,5428,Autoria
10153,5429,Autoria
10154,5430,Autoria
10155,5430,Autoria
10156,5430,Autoria
10157,5431,Autoria
10158,5431,Autoria
10159,5432,Autoria
10160,5432,Autoria
10161,5432,Autoria
10162,5432,Autoria
10163,5433,Autoria
10164,5433,Autoria
10165,5433,Autoria
10166,5434,Autoria
10167,5434,Autoria
10168,5435,Autoria
10169,5435,Autoria
5431,5436,Autoria
10170,5437,Autoria
10171,5437,Autoria
10172,5438,Autoria
10173,5438,Autoria
10174,5438,Autoria
7818,5438,Autoria
9935,5439,Autoria
10175,5439,Autoria
10176,5440,Autoria
10177,5440,Autoria
10178,5440,Autoria
10179,5441,Autoria
10180,5441,Autoria
10181,5442,Autoria
10182,5443,Autoria
9955,5444,Autoria
6470,5444,Autoria
10183,5445,Autoria
10184,5445,Autoria
10185,5445,Autoria
10186,5446,Autoria
9896,5446,Autoria
10187,5447,Autoria
10188,5447,Autoria
10189,5447,Autoria
10190,5447,Autoria
10191,5447,Autoria
10192,5448,Autoria
10193,5448,Autoria
10194,5448,Autoria
10195,5449,Autoria
10196,5449,Autoria
10197,5449,Autoria
10198,5449,Autoria
10199,5450,Autoria
10200,5450,Autoria
10201,5450,Autoria
10202,5450,Autoria
10203,5450,Autoria
10204,5451,Autoria
10205,5451,Autoria
10206,5451,Autoria
10207,5452,Autoria
10208,5452,Autoria
10209,5453,Autoria
10210,5453,Autoria
10211,5453,Autoria
10212,5453,Autoria
10213,5453,Autoria
10214,5453,Autoria
10215,5453,Autoria
10216,5453,Autoria
10217,5453,Autoria
10218,5454,Autoria
9833,5454,Autoria
10219,5454,Autoria
10220,5455,Autoria
10221,5455,Autoria
10222,5455,Autoria
10223,5455,Autoria
10224,5456,Autoria
10225,5456,Autoria
10226,5457,Autoria
10227,5457,Autoria
10228,5457,Autoria
10229,5458,Autoria
10230,5458,Autoria
9707,5458,Autoria
9104,5459,Autoria
10231,5459,Autoria
10232,5459,Autoria
10233,5460,Autoria
10234,5460,Autoria
10235,5460,Autoria
10236,5461,Autoria
10237,5461,Autoria
10238,5462,Autoria
10239,5462,Autoria
10240,5462,Autoria
10241,5463,Autoria
6353,5463,Autoria
10242,5463,Autoria
10243,5464,Autoria
10244,5465,Autoria
10245,5465,Autoria
10246,5465,Autoria
10247,5466,Autoria
10248,5466,Autoria
10249,5467,Autoria
10250,5468,Autoria
10251,5468,Autoria
10252,5469,Autoria
9635,5469,Autoria
10253,5469,Autoria
10254,5470,Autoria
10255,5470,Autoria
10256,5471,Autoria
10257,5471,Autoria
10258,5471,Autoria
10259,5471,Autoria
10260,5472,Autoria
10261,5472,Autoria
10262,5473,Autoria
10263,5473,Autoria
10258,5473,Autoria
10259,5473,Autoria
10264,5474,Autoria
2086,5475,Autoria
2087,5475,Autoria
10265,5476,Autoria
10266,5476,Autoria
10267,5476,Autoria
10268,5477,Autoria
10269,5477,Autoria
6353,5477,Autoria
10270,5478,Autoria
10271,5478,Autoria
10272,5478,Autoria
10273,5479,Autoria
10150,5479,Autoria
10274,5480,Autoria
10275,5480,Autoria
10276,5480,Autoria
10277,5480,Autoria
10278,5480,Autoria
10279,5480,Autoria
10280,5480,Autoria
10281,5480,Autoria
10282,5480,Autoria
10283,5480,Autoria
10284,5480,Autoria
10285,5480,Autoria
10286,5481,Autoria
748,5482,Autoria
747,5482,Autoria
10287,5482,Autoria
10288,5483,Autoria
10289,5484,Autoria
10290,5484,Autoria
10291,5485,Autoria
10292,5485,Autoria
10293,5485,Autoria
10294,5486,Autoria
10295,5486,Autoria
10296,5487,Autoria
10297,5487,Autoria
10298,5487,Autoria
9661,5487,Autoria
10299,5488,Autoria
10300,5488,Autoria
8281,5489,Autoria
10301,5489,Autoria
8283,5489,Autoria
10302,5489,Autoria
10303,5490,Autoria
10304,5490,Autoria
10305,5490,Autoria
10306,5490,Autoria
9310,5490,Autoria
10307,5490,Autoria
10308,5490,Autoria
10309,5490,Autoria
10310,5491,Autoria
10311,5491,Autoria
5805,5492,Autoria
10312,5493,Autoria
10313,5493,Autoria
10314,5493,Autoria
10315,5494,Autoria
6064,5494,Autoria
10316,5495,Autoria
9103,5495,Autoria
10317,5496,Autoria
10318,5496,Autoria
10319,5497,Autoria
10320,5497,Autoria
10321,5497,Autoria
10322,5498,Autoria
10323,5498,Autoria
5295,5499,Autoria
5219,5499,Autoria
10324,5500,Autoria
10325,5501,Autoria
10326,5502,Autoria
10327,5503,Autoria
10328,5503,Autoria
10329,5504,Autoria
10330,5504,Autoria
10331,5504,Autoria
8820,5504,Autoria
10332,5504,Autoria
4945,5505,Autoria
1862,5506,Autoria
1861,5506,Autoria
2930,5506,Autoria
10333,5507,Autoria
10334,5507,Autoria
10335,5507,Autoria
10336,5507,Autoria
10337,5508,Autoria
10338,5508,Autoria
10339,5508,Autoria
10340,5509,Autoria
10341,5509,Autoria
10342,5509,Autoria
10343,5510,Autoria
10344,5510,Autoria
10345,5511,Autoria
10346,5511,Autoria
10347,5511,Autoria
10348,5512,Autoria
10349,5512,Autoria
10350,5512,Autoria
10351,5513,Autoria
10352,5513,Autoria
10353,5513,Autoria
10354,5513,Autoria
10355,5513,Autoria
10356,5513,Autoria
10357,5514,Autoria
10358,5514,Autoria
10359,5514,Autoria
10360,5514,Autoria
10361,5514,Autoria
10362,5515,Autoria
10363,5515,Autoria
10364,5515,Autoria
10365,5515,Autoria
10366,5515,Autoria
10367,5515,Autoria
10368,5516,Autoria
10369,5516,Autoria
10370,5516,Autoria
10371,5517,Autoria
10372,5517,Autoria
10373,5517,Autoria
10374,5517,Autoria
10375,5517,Autoria
10376,5518,Autoria
10248,5519,Autoria
10377,5519,Autoria
10378,5520,Autoria
10379,5521,Autoria
10380,5521,Autoria
10381,5521,Autoria
10382,5522,Autoria
10383,5522,Autoria
5854,5522,Autoria
5856,5522,Autoria
10384,5522,Autoria
10385,5523,Autoria
10132,5523,Autoria
9661,5523,Autoria
5744,5524,Autoria
10386,5524,Autoria
9710,5524,Autoria
9680,5524,Autoria
10387,5525,Autoria
10388,5525,Autoria
10389,5525,Autoria
10390,5526,Autoria
10391,5526,Autoria
10392,5526,Autoria
10393,5526,Autoria
10394,5526,Autoria
10395,5526,Autoria
10396,5527,Autoria
10397,5527,Autoria
10398,5527,Autoria
10399,5528,Autoria
10400,5528,Autoria
6187,5529,Autoria
10401,5530,Autoria
9661,5530,Autoria
10402,5531,Autoria
10403,5531,Autoria
10404,5532,Autoria
10405,5532,Autoria
10406,5533,Autoria
10407,5534,Autoria
10408,5534,Autoria
10409,5534,Autoria
10410,5535,Autoria
10411,5535,Autoria
10412,5535,Autoria
10413,5535,Autoria
5643,5536,Autoria
10414,5536,Autoria
8626,5537,Autoria
10415,5537,Autoria
10416,5537,Autoria
10417,5537,Autoria
10418,5538,Autoria
10419,5539,Autoria
10420,5540,Autoria
10421,5540,Autoria
10422,5540,Autoria
10423,5541,Autoria
10424,5541,Autoria
9833,5541,Autoria
10425,5542,Autoria
10426,5542,Autoria
10427,5543,Autoria
10428,5543,Autoria
10429,5543,Autoria
10430,5544,Autoria
10431,5544,Autoria
10432,5545,Autoria
10433,5545,Autoria
10434,5545,Autoria
10435,5545,Autoria
10436,5546,Autoria
10437,5547,Autoria
10438,5547,Autoria
3429,5547,Autoria
10439,5548,Autoria
10440,5548,Autoria
9661,5548,Autoria
10441,5549,Autoria
10442,5549,Autoria
10443,5549,Autoria
10444,5549,Autoria
10445,5549,Autoria
2854,5549,Autoria
10446,5550,Autoria
10447,5550,Autoria
10448,5550,Autoria
10449,5551,Autoria
460,5551,Autoria
5643,5551,Autoria
10450,5552,Autoria
10451,5552,Autoria
10452,5552,Autoria
10453,5553,Autoria
10454,5553,Autoria
10455,5553,Autoria
10456,5554,Autoria
10457,5555,Autoria
3524,5555,Autoria
10458,5555,Autoria
3522,5555,Autoria
10459,5556,Autoria
10460,5556,Autoria
10461,5556,Autoria
10462,5556,Autoria
10463,5556,Autoria
10464,5556,Autoria
10465,5556,Autoria
10466,5557,Autoria
10467,5557,Autoria
5468,5557,Autoria
10468,5558,Autoria
9635,5558,Autoria
10354,5558,Autoria
10469,5558,Autoria
10470,5559,Autoria
10471,5559,Autoria
6206,5559,Autoria
10472,5559,Autoria
10473,5559,Autoria
10474,5560,Autoria
530,5560,Autoria
10475,5561,Autoria
10476,5561,Autoria
10477,5562,Autoria
9128,5562,Autoria
10478,5563,Autoria
10479,5563,Autoria
10480,5563,Autoria
10481,5563,Autoria
10482,5564,Autoria
10413,5564,Autoria
10483,5565,Autoria
10484,5566,Autoria
10485,5566,Autoria
10486,5566,Autoria
9750,5567,Autoria
9751,5567,Autoria
10487,5568,Autoria
10488,5568,Autoria
10489,5568,Autoria
10490,5569,Autoria
6076,5569,Autoria
10491,5570,Autoria
10492,5570,Autoria
10493,5571,Autoria
10494,5571,Autoria
10495,5572,Autoria
10496,5572,Autoria
10497,5573,Autoria
10498,5573,Autoria
10499,5574,Autoria
10500,5574,Autoria
10501,5574,Autoria
10502,5574,Autoria
10503,5574,Autoria
9810,5574,Autoria
9812,5574,Autoria
2259,5575,Autoria
10504,5576,Autoria
10505,5576,Autoria
10506,5577,Autoria
5194,5577,Autoria
5193,5577,Autoria
10507,5578,Autoria
9635,5578,Autoria
9661,5578,Autoria
10508,5579,Autoria
10509,5579,Autoria
10510,5579,Autoria
10511,5579,Autoria
10512,5580,Autoria
10513,5580,Autoria
10514,5581,Autoria
10515,5581,Autoria
10516,5582,Autoria
10517,5582,Autoria
10518,5582,Autoria
10519,5583,Autoria
10520,5583,Autoria
10521,5583,Autoria
10522,5583,Autoria
3524,5584,Autoria
10523,5585,Autoria
10524,5585,Autoria
10525,5586,Autoria
10526,5586,Autoria
10527,5586,Autoria
10528,5586,Autoria
10529,5586,Autoria
10530,5587,Autoria
10531,5587,Autoria
5592,5588,Autoria
10532,5588,Autoria
5594,5588,Autoria
5595,5588,Autoria
10533,5589,Autoria
10534,5589,Autoria
10535,5589,Autoria
10536,5590,Autoria
10537,5590,Autoria
10538,5590,Autoria
10355,5590,Autoria
10352,5590,Autoria
7070,5591,Autoria
10539,5592,Autoria
10540,5592,Autoria
10541,5592,Autoria
10542,5592,Autoria
10543,5593,Autoria
10544,5594,Autoria
10545,5594,Autoria
10546,5594,Autoria
10547,5594,Autoria
10548,5594,Autoria
10549,5594,Autoria
10550,5594,Autoria
10551,5594,Autoria
10552,5594,Autoria
10553,5594,Autoria
10554,5595,Autoria
10555,5595,Autoria
10556,5595,Autoria
10557,5595,Autoria
10558,5596,Autoria
8596,5596,Autoria
3083,5596,Autoria
4155,5596,Autoria
6606,5596,Autoria
10559,5597,Autoria
10560,5597,Autoria
6053,5598,Autoria
10561,5599,Autoria
10562,5599,Autoria
10563,5599,Autoria
10564,5600,Autoria
10565,5600,Autoria
10566,5601,Autoria
10567,5601,Autoria
10568,5601,Autoria
10569,5601,Autoria
10570,5602,Autoria
10571,5602,Autoria
5148,5603,Autoria
10572,5604,Autoria
10037,5604,Autoria
10573,5605,Autoria
10574,5605,Autoria
10575,5606,Autoria
10576,5606,Autoria
10577,5606,Autoria
10578,5607,Autoria
10579,5607,Autoria
10580,5608,Autoria
10581,5608,Autoria
8413,5608,Autoria
10582,5609,Autoria
2308,5609,Autoria
10583,5610,Autoria
10584,5610,Autoria
10585,5610,Autoria
10586,5610,Autoria
10587,5610,Autoria
10588,5611,Autoria
9661,5611,Autoria
9662,5611,Autoria
10589,5612,Autoria
10590,5612,Autoria
10591,5612,Autoria
9661,5612,Autoria
10592,5613,Autoria
10593,5613,Autoria
10594,5613,Autoria
10595,5614,Autoria
10596,5615,Autoria
10597,5615,Autoria
10598,5615,Autoria
10599,5615,Autoria
10600,5616,Autoria
10306,5617,Autoria
9766,5617,Autoria
10601,5617,Autoria
8806,5618,Autoria
8804,5618,Autoria
8807,5618,Autoria
10602,5619,Autoria
10603,5619,Autoria
10604,5619,Autoria
10605,5620,Autoria
10606,5621,Autoria
10607,5621,Autoria
10608,5621,Autoria
10609,5622,Autoria
10610,5622,Autoria
10611,5622,Autoria
10612,5623,Autoria
9635,5623,Autoria
10613,5624,Autoria
10614,5624,Autoria
10615,5624,Autoria
10616,5624,Autoria
10617,5625,Autoria
10618,5625,Autoria
507,5626,Autoria
4197,5626,Autoria
10619,5627,Autoria
10620,5627,Autoria
10621,5628,Autoria
10622,5628,Autoria
10623,5628,Autoria
10624,5629,Autoria
10625,5629,Autoria
10626,5630,Autoria
10627,5630,Autoria
10628,5630,Autoria
10629,5631,Autoria
10268,5632,Autoria
10269,5632,Autoria
6353,5632,Autoria
10630,5633,Autoria
10631,5633,Autoria
10632,5633,Autoria
10633,5633,Autoria
9634,5634,Autoria
9635,5634,Autoria
9636,5634,Autoria
10634,5635,Autoria
10635,5635,Autoria
4998,5635,Autoria
10636,5635,Autoria
10637,5636,Autoria
10638,5637,Autoria
10639,5637,Autoria
10640,5638,Autoria
10641,5638,Autoria
8626,5638,Autoria
10642,5639,Autoria
10643,5640,Autoria
10644,5640,Autoria
10645,5640,Autoria
10646,5640,Autoria
2655,5640,Autoria
10647,5641,Autoria
5266,5641,Autoria
511,5642,Autoria
10648,5643,Autoria
8636,5643,Autoria
10649,5643,Autoria
1072,5644,Autoria
10650,5644,Autoria
10651,5644,Autoria
10652,5645,Autoria
10653,5645,Autoria
10654,5646,Autoria
10655,5646,Autoria
10656,5646,Autoria
6073,5646,Autoria
10657,5647,Autoria
10593,5647,Autoria
10658,5647,Autoria
9102,5648,Autoria
9104,5648,Autoria
10232,5648,Autoria
10659,5649,Autoria
10660,5649,Autoria
10661,5649,Autoria
10662,5649,Autoria
10663,5649,Autoria
10664,5649,Autoria
10665,5650,Autoria
10666,5651,Autoria
10667,5651,Autoria
10668,5652,Autoria
10132,5652,Autoria
9635,5652,Autoria
10669,5653,Autoria
10670,5653,Autoria
10671,5653,Autoria
10672,5653,Autoria
6353,5654,Autoria
10673,5654,Autoria
10674,5655,Autoria
10675,5655,Autoria
10676,5655,Autoria
10677,5656,Autoria
10488,5656,Autoria
10489,5656,Autoria
10678,5657,Autoria
10679,5657,Autoria
10680,5657,Autoria
10147,5658,Autoria
10148,5658,Autoria
10149,5658,Autoria
10150,5659,Autoria
1069,5659,Autoria
10273,5659,Autoria
10681,5660,Autoria
10682,5660,Autoria
10138,5660,Autoria
10135,5660,Autoria
10683,5661,Autoria
10684,5662,Autoria
10685,5662,Autoria
10686,5662,Autoria
10687,5662,Autoria
10688,5663,Autoria
10689,5663,Autoria
10690,5663,Autoria
10691,5663,Autoria
10692,5663,Autoria
10693,5664,Autoria
10694,5664,Autoria
10695,5664,Autoria
10696,5664,Autoria
10109,5665,Autoria
461,5665,Autoria
10697,5666,Autoria
10698,5666,Autoria
10699,5666,Autoria
10700,5666,Autoria
10701,5666,Autoria
10702,5666,Autoria
9936,5667,Autoria
9927,5667,Autoria
10259,5668,Autoria
10703,5668,Autoria
10704,5668,Autoria
10705,5668,Autoria
10638,5669,Autoria
10639,5669,Autoria
10706,5670,Autoria
10640,5671,Autoria
10641,5671,Autoria
8626,5671,Autoria
10328,5672,Autoria
10327,5672,Autoria
10707,5673,Autoria
9661,5673,Autoria
10668,5674,Autoria
10132,5674,Autoria
9635,5674,Autoria
10708,5675,Autoria
10709,5676,Autoria
9661,5676,Autoria
10710,5677,Autoria
10711,5677,Autoria
10712,5678,Autoria
9772,5678,Autoria
10713,5678,Autoria
10714,5678,Autoria
9773,5678,Autoria
9774,5678,Autoria
10715,5679,Autoria
10716,5679,Autoria
10717,5679,Autoria
10718,5679,Autoria
10719,5680,Autoria
10720,5680,Autoria
10721,5680,Autoria
5637,5681,Autoria
10722,5681,Autoria
10723,5681,Autoria
10724,5682,Autoria
10725,5682,Autoria
10726,5683,Autoria
10727,5683,Autoria
10728,5683,Autoria
10729,5684,Autoria
10730,5684,Autoria
10731,5685,Autoria
10732,5685,Autoria
10733,5686,Autoria
10734,5686,Autoria
10735,5687,Autoria
10736,5687,Autoria
10512,5688,Autoria
8596,5688,Autoria
3083,5688,Autoria
10737,5689,Autoria
10738,5689,Autoria
10353,5689,Autoria
10739,5689,Autoria
10461,5689,Autoria
10740,5690,Autoria
3691,5690,Autoria
6294,5691,Autoria
6293,5691,Autoria
6295,5691,Autoria
10741,5692,Autoria
10742,5693,Autoria
10743,5693,Autoria
10744,5693,Autoria
10745,5694,Autoria
10746,5694,Autoria
9896,5694,Autoria
10747,5695,Autoria
10748,5695,Autoria
5386,5696,Autoria
10749,5697,Autoria
10750,5697,Autoria
10751,5697,Autoria
10752,5698,Autoria
10753,5698,Autoria
10294,5699,Autoria
10295,5699,Autoria
10468,5700,Autoria
9635,5700,Autoria
10754,5701,Autoria
10755,5702,Autoria
747,5702,Autoria
748,5702,Autoria
10756,5703,Autoria
10757,5703,Autoria
10758,5704,Autoria
10759,5704,Autoria
10760,5704,Autoria
10761,5705,Autoria
10762,5706,Autoria
10763,5706,Autoria
10764,5707,Autoria
10765,5707,Autoria
10766,5707,Autoria
10767,5707,Autoria
10768,5707,Autoria
10769,5708,Autoria
10770,5708,Autoria
10771,5708,Autoria
10772,5709,Autoria
10773,5709,Autoria
10774,5711,Autoria
10227,5711,Autoria
10775,5711,Autoria
10776,5711,Autoria
10777,5712,Autoria
10778,5712,Autoria
10779,5712,Autoria
10780,5713,Autoria
10762,5713,Autoria
10781,5713,Autoria
10782,5714,Autoria
10783,5714,Autoria
10784,5714,Autoria
10785,5714,Autoria
10786,5714,Autoria
10787,5715,Autoria
9635,5715,Autoria
9661,5715,Autoria
10788,5716,Autoria
10789,5716,Autoria
9980,5717,Autoria
10790,5717,Autoria
10791,5717,Autoria
10792,5718,Autoria
10793,5718,Autoria
9110,5719,Autoria
10794,5719,Autoria
10795,5720,Autoria
10796,5721,Autoria
10797,5722,Autoria
10798,5722,Autoria
10799,5723,Autoria
10800,5723,Autoria
10801,5723,Autoria
10802,5724,Autoria
10803,5724,Autoria
10804,5725,Autoria
10805,5725,Autoria
10806,5726,Autoria
10807,5726,Autoria
10808,5727,Autoria
10700,5727,Autoria
10702,5727,Autoria
10809,5728,Autoria
10810,5728,Autoria
10811,5728,Autoria
10812,5728,Autoria
10813,5729,Autoria
10814,5730,Autoria
10815,5730,Autoria
10816,5730,Autoria
10817,5730,Autoria
10818,5731,Autoria
5631,5731,Autoria
10819,5732,Autoria
10820,5732,Autoria
10821,5732,Autoria
